user_id,age,interest,level,learning_style
1613,41,coding,Intermediate,kinesthetic
1614,44,psychology,Beginner,audio
1615,48,logic,Beginner,audio
1616,55,coding,Beginner,visual
1617,38,problem-solving,Beginner,kinesthetic
1618,58,logic,Intermediate,audio
1619,38,problem-solving,Advanced,audio
1620,53,language,Intermediate,kinesthetic
1621,25,creativity,Beginner,kinesthetic
1622,53,psychology,Intermediate,visual
1623,56,problem-solving,Beginner,audio
1624,19,language,Beginner,visual
1625,39,psychology,Advanced,visual
1626,34,coding,Beginner,audio
1627,48,creativity,Advanced,audio
1628,29,mathematics,Beginner,audio
1629,14,memory,Intermediate,visual
1630,10,attention,Beginner,visual
1631,39,psychology,Beginner,kinesthetic
1632,58,mathematics,Beginner,visual
1633,12,mathematics,Advanced,kinesthetic
1634,54,psychology,Intermediate,kinesthetic
1635,23,mathematics,Advanced,audio
1636,39,problem-solving,Intermediate,audio
1637,59,mathematics,Advanced,visual
1638,13,language,Beginner,audio
1639,27,logic,Beginner,kinesthetic
1640,46,problem-solving,Intermediate,audio
1641,34,mathematics,Intermediate,audio
1642,57,coding,Intermediate,visual
1643,10,memory,Beginner,visual
1644,55,creativity,Beginner,visual
1645,24,mathematics,Advanced,visual
1646,18,neuroscience,Intermediate,audio
1647,24,memory,Beginner,audio
1648,58,coding,Intermediate,kinesthetic
1649,33,language,Advanced,audio
1650,13,mathematics,Beginner,audio
1651,21,language,Advanced,visual
1652,46,mathematics,Advanced,audio
1653,46,attention,Advanced,visual
1654,52,logic,Advanced,visual
1655,15,language,Intermediate,visual
1656,48,logic,Beginner,visual
1657,55,memory,Beginner,audio
1658,33,attention,Beginner,visual
1659,20,creativity,Beginner,audio
1660,22,problem-solving,Beginner,audio
1661,43,logic,Beginner,visual
1662,34,attention,Beginner,audio
1663,16,logic,Beginner,visual
1664,13,psychology,Advanced,visual
1665,17,coding,Beginner,kinesthetic
1666,29,creativity,Intermediate,visual
1667,38,coding,Intermediate,audio
1668,54,mathematics,Beginner,audio
1669,55,logic,Advanced,audio
1670,19,mathematics,Intermediate,audio
1671,52,neuroscience,Beginner,audio
1672,43,logic,Beginner,audio
1673,35,attention,Beginner,visual
1674,50,creativity,Beginner,visual
1675,58,mathematics,Beginner,visual
1676,12,logic,Intermediate,visual
1677,15,neuroscience,Advanced,visual
1678,14,coding,Intermediate,visual
1679,14,attention,Beginner,visual
1680,56,psychology,Beginner,audio
1681,32,logic,Beginner,visual
1682,58,psychology,Beginner,visual
1683,18,memory,Beginner,audio
1684,44,creativity,Advanced,audio
1685,29,logic,Beginner,audio
1686,58,language,Advanced,visual
1687,51,neuroscience,Beginner,visual
1688,44,mathematics,Advanced,audio
1689,59,language,Intermediate,audio
1690,27,memory,Intermediate,kinesthetic
1691,26,creativity,Beginner,audio
1692,33,coding,Advanced,audio
1693,12,attention,Advanced,audio
1694,41,psychology,Intermediate,visual
1695,44,memory,Intermediate,visual
1696,47,mathematics,Intermediate,visual
1697,22,attention,Beginner,kinesthetic
1698,56,coding,Intermediate,visual
1699,34,mathematics,Advanced,audio
1700,18,neuroscience,Beginner,visual
1701,13,psychology,Beginner,audio
1702,23,language,Beginner,visual
1703,46,logic,Intermediate,audio
1704,43,memory,Beginner,visual
1705,20,logic,Beginner,audio
1706,50,attention,Beginner,kinesthetic
1707,12,logic,Intermediate,audio
1708,37,language,Beginner,visual
1709,38,problem-solving,Intermediate,audio
1710,18,attention,Beginner,kinesthetic
1711,12,psychology,Intermediate,visual
1712,34,mathematics,Advanced,audio
1713,43,psychology,Beginner,kinesthetic
1714,21,logic,Beginner,audio
1715,51,creativity,Advanced,visual
1716,18,attention,Beginner,visual
1717,24,mathematics,Beginner,audio
1718,49,coding,Advanced,kinesthetic
1719,34,neuroscience,Advanced,audio
1720,14,psychology,Intermediate,audio
1721,20,psychology,Beginner,kinesthetic
1722,43,attention,Beginner,visual
1723,33,creativity,Beginner,audio
1724,24,logic,Intermediate,audio
1725,47,logic,Intermediate,visual
1726,17,attention,Advanced,audio
1727,14,psychology,Beginner,kinesthetic
1728,57,mathematics,Intermediate,visual
1729,35,neuroscience,Beginner,audio
1730,27,attention,Beginner,audio
1731,15,mathematics,Intermediate,visual
1732,46,mathematics,Beginner,audio
1733,57,coding,Intermediate,visual
1734,22,language,Intermediate,kinesthetic
1735,37,problem-solving,Advanced,visual
1736,14,neuroscience,Intermediate,visual
1737,22,memory,Advanced,audio
1738,26,creativity,Intermediate,visual
1739,59,problem-solving,Beginner,visual
1740,49,coding,Beginner,visual
1741,54,neuroscience,Intermediate,audio
1742,41,logic,Intermediate,kinesthetic
1743,38,problem-solving,Intermediate,audio
1744,12,logic,Beginner,visual
1745,49,creativity,Beginner,visual
1746,43,logic,Beginner,visual
1747,49,creativity,Intermediate,audio
1748,36,neuroscience,Intermediate,visual
1749,22,psychology,Intermediate,audio
1750,54,creativity,Beginner,visual
1751,42,mathematics,Beginner,audio
1752,15,memory,Intermediate,audio
1753,33,memory,Intermediate,audio
1754,28,attention,Beginner,kinesthetic
1755,25,memory,Intermediate,visual
1756,49,attention,Beginner,visual
1757,37,memory,Intermediate,visual
1758,42,creativity,Advanced,kinesthetic
1759,57,mathematics,Intermediate,audio
1760,50,psychology,Intermediate,visual
1761,22,logic,Beginner,visual
1762,52,coding,Intermediate,audio
1763,54,memory,Intermediate,audio
1764,34,psychology,Intermediate,audio
1765,51,psychology,Intermediate,audio
1766,45,creativity,Beginner,audio
1767,36,neuroscience,Advanced,audio
1768,47,neuroscience,Intermediate,visual
1769,16,memory,Beginner,audio
1770,14,coding,Intermediate,audio
1771,52,memory,Beginner,kinesthetic
1772,54,memory,Beginner,visual
1773,40,attention,Beginner,audio
1774,32,mathematics,Intermediate,visual
1775,51,mathematics,Advanced,audio
1776,19,coding,Intermediate,audio
1777,41,attention,Intermediate,audio
1778,52,psychology,Beginner,kinesthetic
1779,39,attention,Beginner,visual
1780,48,memory,Beginner,visual
1781,40,neuroscience,Intermediate,kinesthetic
1782,27,problem-solving,Advanced,kinesthetic
1783,45,coding,Beginner,visual
1784,11,psychology,Intermediate,visual
1785,23,creativity,Advanced,audio
1786,22,problem-solving,Beginner,audio
1787,38,problem-solving,Intermediate,visual
1788,21,attention,Intermediate,visual
1789,48,logic,Intermediate,kinesthetic
1790,11,problem-solving,Beginner,visual
1791,41,memory,Intermediate,visual
1792,22,language,Intermediate,visual
1793,55,neuroscience,Beginner,audio
1794,36,neuroscience,Intermediate,visual
1795,58,language,Beginner,visual
1796,50,mathematics,Advanced,visual
1797,26,memory,Intermediate,visual
1798,49,creativity,Advanced,audio
1799,40,problem-solving,Beginner,visual
1800,43,mathematics,Beginner,visual
1801,33,memory,Beginner,visual
1802,54,attention,Beginner,visual
1803,44,neuroscience,Beginner,audio
1804,57,mathematics,Intermediate,audio
1805,15,coding,Beginner,audio
1806,28,problem-solving,Intermediate,visual
1807,39,problem-solving,Beginner,visual
1808,16,creativity,Intermediate,kinesthetic
1809,19,logic,Intermediate,audio
1810,50,coding,Intermediate,audio
1811,41,problem-solving,Advanced,visual
1812,43,psychology,Beginner,visual
1813,37,coding,Beginner,visual
1814,24,problem-solving,Beginner,kinesthetic
1815,39,language,Beginner,kinesthetic
1816,46,coding,Intermediate,audio
1817,38,memory,Beginner,kinesthetic
1818,31,coding,Intermediate,audio
1819,13,creativity,Beginner,visual
1820,29,attention,Advanced,visual
1821,41,attention,Advanced,visual
1822,45,attention,Beginner,audio
1823,59,memory,Beginner,audio
1824,13,mathematics,Advanced,visual
1825,36,attention,Advanced,audio
1826,26,neuroscience,Beginner,audio
1827,21,memory,Beginner,visual
1828,31,mathematics,Advanced,visual
1829,26,neuroscience,Intermediate,visual
1830,19,neuroscience,Beginner,audio
1831,10,neuroscience,Intermediate,kinesthetic
1832,31,psychology,Advanced,audio
1833,35,creativity,Advanced,kinesthetic
1834,27,creativity,Intermediate,visual
1835,59,memory,Intermediate,visual
1836,23,neuroscience,Beginner,kinesthetic
1837,56,language,Advanced,audio
1838,38,coding,Beginner,audio
1839,21,mathematics,Advanced,visual
1840,45,creativity,Beginner,audio
1841,44,attention,Advanced,visual
1842,21,memory,Beginner,audio
1843,16,mathematics,Intermediate,kinesthetic
1844,38,memory,Beginner,visual
1845,20,language,Intermediate,audio
1846,42,psychology,Advanced,kinesthetic
1847,15,psychology,Intermediate,audio
1848,56,neuroscience,Intermediate,audio
1849,24,psychology,Beginner,audio
1850,41,memory,Advanced,visual
1851,20,attention,Intermediate,visual
1852,32,neuroscience,Intermediate,visual
1853,35,problem-solving,Intermediate,audio
1854,43,mathematics,Intermediate,kinesthetic
1855,55,language,Beginner,visual
1856,43,neuroscience,Intermediate,audio
1857,38,memory,Intermediate,visual
1858,13,mathematics,Advanced,visual
1859,26,attention,Advanced,audio
1860,44,logic,Beginner,audio
1861,22,language,Beginner,audio
1862,50,memory,Beginner,kinesthetic
1863,48,language,Beginner,visual
1864,24,creativity,Intermediate,audio
1865,38,logic,Advanced,audio
1866,38,mathematics,Beginner,visual
1867,20,psychology,Beginner,visual
1868,41,memory,Advanced,visual
1869,11,language,Advanced,kinesthetic
1870,56,mathematics,Intermediate,visual
1871,23,psychology,Intermediate,visual
1872,29,attention,Intermediate,audio
1873,31,attention,Beginner,kinesthetic
1874,20,language,Beginner,audio
1875,36,neuroscience,Beginner,audio
1876,12,creativity,Beginner,visual
1877,26,neuroscience,Advanced,audio
1878,53,creativity,Intermediate,audio
1879,37,memory,Beginner,visual
1880,38,problem-solving,Beginner,audio
1881,30,language,Beginner,audio
1882,56,coding,Intermediate,visual
1883,25,language,Advanced,visual
1884,46,logic,Beginner,audio
1885,29,psychology,Beginner,kinesthetic
1886,15,logic,Intermediate,audio
1887,28,attention,Intermediate,visual
1888,14,creativity,Beginner,audio
1889,12,psychology,Intermediate,visual
1890,10,attention,Intermediate,audio
1891,47,psychology,Beginner,audio
1892,24,neuroscience,Beginner,audio
1893,43,attention,Beginner,visual
1894,44,neuroscience,Advanced,visual
1895,58,neuroscience,Advanced,audio
1896,34,psychology,Advanced,kinesthetic
1897,33,mathematics,Intermediate,audio
1898,21,logic,Intermediate,visual
1899,27,attention,Intermediate,audio
1900,24,coding,Advanced,visual
1901,53,mathematics,Beginner,visual
1902,25,logic,Intermediate,visual
1903,36,attention,Intermediate,audio
1904,17,creativity,Intermediate,audio
1905,55,logic,Beginner,visual
1906,34,coding,Intermediate,audio
1907,26,language,Intermediate,audio
1908,38,memory,Beginner,audio
1909,17,neuroscience,Intermediate,audio
1910,24,memory,Beginner,audio
1911,36,mathematics,Advanced,kinesthetic
1912,55,language,Intermediate,visual
1913,59,neuroscience,Intermediate,visual
1914,16,attention,Beginner,audio
1915,12,mathematics,Beginner,visual
1916,38,coding,Intermediate,visual
1917,53,psychology,Beginner,visual
1918,33,attention,Intermediate,audio
1919,12,logic,Beginner,kinesthetic
1920,29,psychology,Advanced,visual
1921,55,mathematics,Intermediate,kinesthetic
1922,24,logic,Beginner,audio
1923,34,coding,Intermediate,audio
1924,39,memory,Advanced,audio
1925,23,logic,Intermediate,visual
1926,16,memory,Beginner,audio
1927,26,neuroscience,Intermediate,kinesthetic
1928,53,creativity,Beginner,kinesthetic
1929,29,problem-solving,Beginner,visual
1930,45,attention,Beginner,visual
1931,18,problem-solving,Intermediate,visual
1932,47,neuroscience,Beginner,visual
1933,57,logic,Advanced,audio
1934,31,neuroscience,Beginner,visual
1935,11,problem-solving,Beginner,kinesthetic
1936,33,problem-solving,Beginner,audio
1937,17,attention,Beginner,kinesthetic
1938,20,psychology,Intermediate,audio
1939,22,language,Beginner,audio
1940,26,neuroscience,Beginner,audio
1941,17,creativity,Beginner,audio
1942,30,language,Beginner,kinesthetic
1943,27,neuroscience,Beginner,kinesthetic
1944,39,coding,Intermediate,visual
1945,27,mathematics,Intermediate,kinesthetic
1946,55,mathematics,Intermediate,audio
1947,56,problem-solving,Intermediate,audio
1948,40,mathematics,Intermediate,visual
1949,47,memory,Advanced,kinesthetic
1950,41,creativity,Beginner,audio
1951,20,mathematics,Beginner,kinesthetic
1952,54,logic,Beginner,visual
1953,34,memory,Beginner,kinesthetic
1954,42,language,Beginner,audio
1955,47,memory,Intermediate,visual
1956,50,neuroscience,Beginner,visual
1957,17,problem-solving,Advanced,visual
1958,20,attention,Beginner,audio
1959,31,attention,Beginner,kinesthetic
1960,33,coding,Advanced,kinesthetic
1961,50,creativity,Advanced,audio
1962,26,neuroscience,Beginner,audio
1963,21,attention,Intermediate,visual
1964,55,problem-solving,Advanced,visual
1965,41,language,Beginner,visual
1966,24,attention,Beginner,audio
1967,25,logic,Advanced,visual
1968,31,memory,Intermediate,visual
1969,37,attention,Beginner,audio
1970,29,neuroscience,Intermediate,visual
1971,42,mathematics,Beginner,audio
1972,19,mathematics,Advanced,audio
1973,49,language,Beginner,visual
1974,41,mathematics,Advanced,kinesthetic
1975,59,language,Intermediate,audio
1976,42,neuroscience,Beginner,audio
1977,11,creativity,Beginner,audio
1978,42,mathematics,Intermediate,audio
1979,42,coding,Advanced,visual
1980,50,problem-solving,Beginner,visual
1981,22,memory,Beginner,audio
1982,39,mathematics,Intermediate,kinesthetic
1983,42,language,Intermediate,audio
1984,22,neuroscience,Beginner,kinesthetic
1985,35,mathematics,Intermediate,kinesthetic
1986,31,attention,Intermediate,visual
1987,48,mathematics,Beginner,audio
1988,11,language,Beginner,visual
1989,47,logic,Beginner,visual
1990,48,logic,Intermediate,kinesthetic
1991,35,mathematics,Intermediate,visual
1992,55,memory,Intermediate,visual
1993,59,neuroscience,Beginner,kinesthetic
1994,24,coding,Beginner,kinesthetic
1995,43,coding,Advanced,visual
1996,51,mathematics,Beginner,kinesthetic
1997,53,mathematics,Intermediate,visual
1998,58,logic,Intermediate,visual
1999,49,language,Beginner,visual
2000,20,memory,Beginner,visual
2001,12,mathematics,Beginner,audio
2002,15,coding,Beginner,visual
2003,18,neuroscience,Intermediate,visual
2004,15,creativity,Beginner,audio
2005,18,attention,Beginner,audio
2006,48,mathematics,Intermediate,visual
2007,40,language,Beginner,visual
2008,41,mathematics,Intermediate,audio
2009,50,language,Beginner,kinesthetic
2010,59,memory,Beginner,kinesthetic
2011,21,creativity,Beginner,visual
2012,17,problem-solving,Beginner,audio
2013,17,neuroscience,Advanced,kinesthetic
2014,59,neuroscience,Intermediate,kinesthetic
2015,37,language,Beginner,audio
2016,29,logic,Beginner,audio
2017,56,language,Beginner,visual
2018,16,logic,Beginner,visual
2019,20,psychology,Beginner,audio
2020,29,coding,Intermediate,visual
2021,25,neuroscience,Advanced,visual
2022,13,memory,Beginner,kinesthetic
2023,15,language,Intermediate,visual
2024,31,memory,Advanced,visual
2025,35,creativity,Beginner,kinesthetic
2026,12,memory,Advanced,audio
2027,50,mathematics,Intermediate,audio
2028,51,coding,Beginner,visual
2029,23,mathematics,Advanced,audio
2030,20,attention,Beginner,kinesthetic
2031,27,language,Beginner,audio
2032,21,neuroscience,Intermediate,audio
2033,32,language,Beginner,kinesthetic
2034,21,coding,Beginner,visual
2035,22,problem-solving,Beginner,visual
2036,34,problem-solving,Intermediate,audio
2037,54,attention,Intermediate,audio
2038,28,coding,Intermediate,kinesthetic
2039,55,psychology,Advanced,audio
2040,45,psychology,Beginner,visual
2041,54,psychology,Beginner,audio
2042,17,neuroscience,Intermediate,audio
2043,38,neuroscience,Intermediate,visual
2044,41,psychology,Beginner,kinesthetic
2045,53,problem-solving,Beginner,visual
2046,27,coding,Advanced,visual
2047,15,memory,Advanced,visual
2048,27,coding,Intermediate,visual
2049,28,psychology,Beginner,visual
2050,31,coding,Advanced,audio
2051,46,creativity,Advanced,audio
2052,41,neuroscience,Intermediate,kinesthetic
2053,50,neuroscience,Advanced,audio
2054,12,problem-solving,Advanced,audio
2055,37,memory,Advanced,visual
2056,19,psychology,Advanced,visual
2057,44,language,Intermediate,visual
2058,38,problem-solving,Intermediate,audio
2059,24,problem-solving,Beginner,kinesthetic
2060,42,memory,Intermediate,visual
2061,16,mathematics,Intermediate,kinesthetic
2062,21,psychology,Advanced,audio
2063,58,language,Beginner,audio
2064,39,neuroscience,Intermediate,audio
2065,30,memory,Beginner,audio
2066,40,language,Intermediate,audio
2067,33,creativity,Intermediate,audio
2068,29,problem-solving,Beginner,visual
2069,46,memory,Intermediate,visual
2070,13,neuroscience,Beginner,visual
2071,37,coding,Beginner,audio
2072,53,neuroscience,Intermediate,visual
2073,29,creativity,Beginner,audio
2074,33,memory,Beginner,visual
2075,59,creativity,Beginner,visual
2076,58,psychology,Beginner,visual
2077,41,psychology,Intermediate,kinesthetic
2078,50,coding,Beginner,kinesthetic
2079,45,problem-solving,Advanced,visual
2080,43,mathematics,Beginner,kinesthetic
2081,45,logic,Beginner,visual
2082,11,language,Beginner,kinesthetic
2083,24,creativity,Intermediate,visual
2084,43,language,Intermediate,visual
2085,45,coding,Advanced,visual
2086,15,language,Intermediate,audio
2087,48,language,Beginner,visual
2088,51,neuroscience,Intermediate,kinesthetic
2089,21,memory,Advanced,visual
2090,12,problem-solving,Beginner,audio
2091,54,logic,Beginner,audio
2092,27,memory,Intermediate,kinesthetic
2093,49,neuroscience,Beginner,kinesthetic
2094,30,language,Advanced,audio
2095,24,logic,Beginner,kinesthetic
2096,42,neuroscience,Beginner,kinesthetic
2097,44,neuroscience,Advanced,audio
2098,35,neuroscience,Advanced,kinesthetic
2099,17,psychology,Beginner,audio
2100,45,logic,Advanced,visual
2101,57,neuroscience,Beginner,visual
2102,39,mathematics,Beginner,visual
2103,32,language,Advanced,visual
2104,51,logic,Intermediate,visual
2105,53,psychology,Beginner,kinesthetic
2106,23,creativity,Beginner,kinesthetic
2107,23,creativity,Intermediate,visual
2108,11,problem-solving,Beginner,visual
2109,46,attention,Intermediate,audio
2110,14,mathematics,Intermediate,visual
2111,47,creativity,Beginner,kinesthetic
2112,54,psychology,Intermediate,audio
2113,50,attention,Advanced,kinesthetic
2114,56,neuroscience,Beginner,kinesthetic
2115,23,neuroscience,Beginner,visual
2116,48,coding,Beginner,visual
2117,34,language,Intermediate,visual
2118,29,attention,Advanced,visual
2119,11,language,Beginner,visual
2120,48,psychology,Beginner,kinesthetic
2121,15,mathematics,Beginner,visual
2122,26,attention,Intermediate,visual
2123,34,creativity,Beginner,visual
2124,37,mathematics,Advanced,audio
2125,11,coding,Beginner,audio
2126,44,language,Intermediate,kinesthetic
2127,46,language,Intermediate,audio
2128,14,mathematics,Intermediate,visual
2129,10,neuroscience,Beginner,visual
2130,49,language,Intermediate,audio
2131,21,coding,Beginner,audio
2132,45,creativity,Beginner,kinesthetic
2133,54,logic,Intermediate,visual
2134,32,creativity,Intermediate,visual
2135,56,creativity,Beginner,kinesthetic
2136,40,language,Beginner,audio
2137,20,memory,Advanced,audio
2138,19,neuroscience,Advanced,visual
2139,12,language,Beginner,visual
2140,23,neuroscience,Intermediate,visual
2141,25,psychology,Beginner,kinesthetic
2142,19,memory,Intermediate,kinesthetic
2143,38,language,Advanced,audio
2144,19,problem-solving,Beginner,audio
2145,21,creativity,Intermediate,kinesthetic
2146,39,psychology,Beginner,audio
2147,50,memory,Intermediate,audio
2148,10,language,Intermediate,visual
2149,14,coding,Advanced,visual
2150,29,mathematics,Beginner,visual
2151,17,mathematics,Beginner,audio
2152,52,neuroscience,Beginner,visual
2153,21,memory,Advanced,visual
2154,10,creativity,Intermediate,audio
2155,29,creativity,Intermediate,audio
2156,37,logic,Beginner,visual
2157,52,mathematics,Advanced,kinesthetic
2158,46,psychology,Advanced,kinesthetic
2159,56,memory,Intermediate,audio
2160,46,creativity,Beginner,visual
2161,21,logic,Beginner,visual
2162,46,memory,Intermediate,kinesthetic
2163,58,attention,Intermediate,visual
2164,58,creativity,Beginner,audio
2165,53,attention,Intermediate,visual
2166,37,memory,Beginner,audio
2167,56,creativity,Intermediate,audio
2168,24,attention,Intermediate,visual
2169,15,problem-solving,Beginner,kinesthetic
2170,53,logic,Intermediate,audio
2171,29,psychology,Beginner,visual
2172,59,mathematics,Beginner,audio
2173,23,logic,Advanced,kinesthetic
2174,11,attention,Beginner,visual
2175,18,creativity,Beginner,audio
2176,46,problem-solving,Beginner,audio
2177,29,problem-solving,Beginner,visual
2178,35,mathematics,Beginner,audio
2179,38,problem-solving,Beginner,audio
2180,10,logic,Intermediate,visual
2181,44,language,Beginner,visual
2182,15,problem-solving,Intermediate,visual
2183,46,mathematics,Beginner,audio
2184,14,problem-solving,Beginner,visual
2185,42,problem-solving,Beginner,visual
2186,58,coding,Advanced,audio
2187,23,logic,Intermediate,visual
2188,21,attention,Intermediate,audio
2189,51,neuroscience,Beginner,kinesthetic
2190,29,language,Advanced,visual
2191,59,problem-solving,Beginner,visual
2192,33,psychology,Beginner,audio
2193,52,problem-solving,Intermediate,audio
2194,43,coding,Beginner,visual
2195,34,attention,Advanced,visual
2196,59,psychology,Beginner,audio
2197,38,language,Advanced,audio
2198,48,psychology,Intermediate,audio
2199,40,logic,Intermediate,visual
2200,56,mathematics,Beginner,audio
2201,52,mathematics,Beginner,visual
2202,59,language,Advanced,audio
2203,32,attention,Beginner,visual
2204,53,mathematics,Intermediate,audio
2205,47,memory,Advanced,visual
2206,29,coding,Beginner,audio
2207,32,language,Intermediate,audio
2208,54,language,Intermediate,visual
2209,25,neuroscience,Beginner,audio
2210,59,neuroscience,Beginner,audio
2211,51,logic,Beginner,kinesthetic
2212,17,logic,Beginner,kinesthetic
2213,59,neuroscience,Intermediate,audio
2214,30,mathematics,Beginner,kinesthetic
2215,10,creativity,Advanced,visual
2216,17,language,Beginner,audio
2217,38,memory,Intermediate,kinesthetic
2218,41,language,Intermediate,kinesthetic
2219,47,problem-solving,Beginner,kinesthetic
2220,14,attention,Beginner,audio
2221,56,coding,Intermediate,audio
2222,31,creativity,Advanced,visual
2223,56,memory,Beginner,visual
2224,43,problem-solving,Beginner,audio
2225,10,logic,Beginner,kinesthetic
2226,35,memory,Beginner,visual
2227,52,neuroscience,Intermediate,visual
2228,19,language,Advanced,visual
2229,39,memory,Beginner,visual
2230,59,attention,Advanced,audio
2231,27,psychology,Beginner,kinesthetic
2232,26,logic,Intermediate,audio
2233,35,coding,Beginner,audio
2234,17,coding,Beginner,kinesthetic
2235,56,memory,Beginner,kinesthetic
2236,49,psychology,Beginner,kinesthetic
2237,58,language,Intermediate,kinesthetic
2238,21,problem-solving,Intermediate,visual
2239,36,creativity,Beginner,kinesthetic
2240,17,language,Advanced,audio
2241,34,problem-solving,Beginner,visual
2242,55,creativity,Intermediate,visual
2243,13,psychology,Beginner,audio
2244,42,creativity,Beginner,visual
2245,10,language,Beginner,visual
2246,28,attention,Intermediate,visual
2247,40,memory,Intermediate,audio
2248,25,problem-solving,Beginner,kinesthetic
2249,23,attention,Beginner,audio
2250,57,problem-solving,Beginner,visual
2251,14,memory,Intermediate,kinesthetic
2252,50,mathematics,Intermediate,visual
2253,35,creativity,Beginner,audio
2254,37,psychology,Beginner,audio
2255,11,mathematics,Intermediate,visual
2256,59,mathematics,Beginner,kinesthetic
2257,15,coding,Beginner,kinesthetic
2258,18,neuroscience,Beginner,visual
2259,42,language,Beginner,audio
2260,50,attention,Intermediate,audio
2261,34,attention,Intermediate,audio
2262,57,attention,Beginner,audio
2263,22,attention,Intermediate,audio
2264,18,language,Beginner,audio
2265,22,mathematics,Advanced,visual
2266,40,language,Intermediate,audio
2267,50,attention,Intermediate,visual
2268,20,neuroscience,Beginner,kinesthetic
2269,13,logic,Beginner,visual
2270,43,memory,Beginner,visual
2271,47,attention,Intermediate,visual
2272,55,psychology,Beginner,audio
2273,13,logic,Advanced,audio
2274,47,language,Advanced,audio
2275,28,psychology,Intermediate,audio
2276,15,psychology,Advanced,visual
2277,43,problem-solving,Beginner,kinesthetic
2278,27,psychology,Beginner,kinesthetic
2279,22,attention,Beginner,audio
2280,50,problem-solving,Intermediate,kinesthetic
2281,32,coding,Beginner,audio
2282,28,mathematics,Advanced,kinesthetic
2283,54,psychology,Beginner,audio
2284,20,neuroscience,Beginner,audio
2285,10,memory,Advanced,audio
2286,33,psychology,Beginner,kinesthetic
2287,16,coding,Beginner,audio
2288,34,creativity,Intermediate,audio
2289,30,language,Beginner,kinesthetic
2290,24,language,Beginner,kinesthetic
2291,10,coding,Beginner,audio
2292,21,creativity,Beginner,visual
2293,16,language,Advanced,audio
2294,24,language,Advanced,audio
2295,30,language,Beginner,visual
2296,28,coding,Beginner,visual
2297,38,mathematics,Beginner,visual
2298,34,memory,Advanced,visual
2299,42,coding,Beginner,visual
2300,58,creativity,Beginner,visual
2301,41,psychology,Intermediate,visual
2302,58,mathematics,Advanced,visual
2303,44,mathematics,Beginner,audio
2304,53,psychology,Beginner,visual
2305,47,neuroscience,Beginner,visual
2306,35,problem-solving,Beginner,visual
2307,20,memory,Intermediate,visual
2308,44,memory,Intermediate,audio
2309,17,neuroscience,Intermediate,visual
2310,55,problem-solving,Beginner,audio
2311,23,memory,Beginner,kinesthetic
2312,19,creativity,Beginner,visual
2313,11,logic,Beginner,audio
2314,55,logic,Intermediate,visual
2315,18,memory,Beginner,kinesthetic
2316,12,attention,Beginner,audio
2317,30,memory,Beginner,visual
2318,35,psychology,Beginner,visual
2319,17,psychology,Beginner,visual
2320,57,problem-solving,Advanced,audio
2321,11,language,Beginner,visual
2322,15,mathematics,Intermediate,kinesthetic
2323,37,creativity,Beginner,kinesthetic
2324,38,neuroscience,Beginner,visual
2325,35,memory,Advanced,kinesthetic
2326,34,language,Beginner,visual
2327,21,language,Intermediate,visual
2328,14,creativity,Beginner,visual
2329,43,neuroscience,Intermediate,audio
2330,57,psychology,Intermediate,visual
2331,46,coding,Advanced,visual
2332,24,creativity,Advanced,kinesthetic
2333,53,language,Intermediate,visual
2334,45,logic,Beginner,visual
2335,24,memory,Intermediate,audio
2336,52,problem-solving,Intermediate,audio
2337,57,logic,Beginner,audio
2338,32,language,Beginner,visual
2339,15,mathematics,Advanced,audio
2340,55,attention,Beginner,visual
2341,59,neuroscience,Beginner,audio
2342,53,psychology,Advanced,visual
2343,52,memory,Beginner,kinesthetic
2344,54,problem-solving,Beginner,visual
2345,30,coding,Intermediate,audio
2346,32,psychology,Beginner,visual
2347,52,memory,Intermediate,audio
2348,25,coding,Beginner,audio
2349,56,problem-solving,Beginner,audio
2350,24,language,Beginner,audio
2351,34,attention,Advanced,audio
2352,45,logic,Beginner,audio
2353,20,logic,Beginner,audio
2354,24,language,Beginner,visual
2355,13,psychology,Beginner,kinesthetic
2356,30,language,Beginner,kinesthetic
2357,22,language,Beginner,audio
2358,31,memory,Intermediate,visual
2359,28,memory,Beginner,kinesthetic
2360,43,problem-solving,Intermediate,audio
2361,23,attention,Intermediate,kinesthetic
2362,13,memory,Beginner,visual
2363,57,problem-solving,Beginner,kinesthetic
2364,55,mathematics,Intermediate,kinesthetic
2365,36,language,Intermediate,visual
2366,38,language,Beginner,visual
2367,56,psychology,Advanced,audio
2368,37,mathematics,Beginner,audio
2369,44,psychology,Beginner,visual
2370,17,coding,Beginner,audio
2371,25,problem-solving,Advanced,audio
2372,51,problem-solving,Intermediate,audio
2373,45,language,Intermediate,kinesthetic
2374,39,creativity,Beginner,audio
2375,27,coding,Beginner,audio
2376,11,problem-solving,Beginner,visual
2377,58,memory,Advanced,visual
2378,22,language,Beginner,audio
2379,13,psychology,Beginner,kinesthetic
2380,35,mathematics,Beginner,visual
2381,34,psychology,Advanced,visual
2382,39,logic,Beginner,audio
2383,20,creativity,Beginner,visual
2384,16,problem-solving,Beginner,kinesthetic
2385,40,attention,Advanced,audio
2386,53,neuroscience,Advanced,audio
2387,19,creativity,Intermediate,audio
2388,48,language,Beginner,kinesthetic
2389,22,problem-solving,Beginner,audio
2390,40,mathematics,Advanced,kinesthetic
