content_id,title,description,category,level,duration,difficulty,rating
1016,Course 1016 - Lab,Synthetic course about memory,attention,Advanced,82,3,4.61
1017,Course 1017 - Lab,Synthetic course about creativity,attention,Intermediate,153,2,3.89
1018,Course 1018 - Essentials,Synthetic course about coding,neuroscience,Beginner,70,3,3.66
1019,Course 1019 - Workshop,Synthetic course about attention,logic,Advanced,31,1,3.82
1020,Course 1020 - Mastery,Synthetic course about coding,neuroscience,Beginner,194,2,3.3
1021,Course 1021 - Workshop,Synthetic course about attention,attention,Intermediate,145,2,4.14
1022,Course 1022 - Lab,Synthetic course about problem-solving,attention,Beginner,28,3,4.74
1023,Course 1023 - Bootcamp,Synthetic course about attention,neuroscience,Intermediate,26,1,4.46
1024,Course 1024 - Essentials,Synthetic course about coding,attention,Beginner,176,3,3.66
1025,Course 1025 - Workshop,Synthetic course about problem-solving,creativity,Beginner,198,1,4.88
1026,Course 1026 - Bootcamp,Synthetic course about logic,problem-solving,Beginner,169,2,4.96
1027,Course 1027 - Lab,Synthetic course about creativity,logic,Beginner,165,3,3.73
1028,Course 1028 - Lab,Synthetic course about logic,problem-solving,Intermediate,77,2,4.66
1029,Course 1029 - Lab,Synthetic course about logic,logic,Beginner,59,1,2.51
1030,Course 1030 - Lab,Synthetic course about attention,attention,Intermediate,108,2,2.67
1031,Course 1031 - Essentials,Synthetic course about creativity,neuroscience,Intermediate,50,2,2.56
1032,Course 1032 - Essentials,Synthetic course about problem-solving,neuroscience,Intermediate,182,2,4.43
1033,Course 1033 - Workshop,Synthetic course about attention,attention,Intermediate,45,3,2.7
1034,Course 1034 - Lab,Synthetic course about memory,logic,Beginner,125,1,2.54
1035,Course 1035 - Essentials,Synthetic course about attention,attention,Intermediate,103,2,2.87
1036,Course 1036 - Bootcamp,Synthetic course about problem-solving,logic,Advanced,181,2,3.27
1037,Course 1037 - Essentials,Synthetic course about coding,attention,Intermediate,95,2,3.66
1038,Course 1038 - Essentials,Synthetic course about attention,attention,Intermediate,163,2,2.66
1039,Course 1039 - Workshop,Synthetic course about memory,attention,Intermediate,142,1,3.75
1040,Course 1040 - Essentials,Synthetic course about attention,neuroscience,Beginner,61,1,3.12
1041,Course 1041 - Bootcamp,Synthetic course about problem-solving,logic,Intermediate,152,3,3.19
1042,Course 1042 - Lab,Synthetic course about memory,memory,Advanced,80,1,4.55
1043,Course 1043 - Mastery,Synthetic course about creativity,attention,Beginner,63,1,4.97
1044,Course 1044 - Workshop,Synthetic course about problem-solving,problem-solving,Advanced,54,2,3.66
1045,Course 1045 - Bootcamp,Synthetic course about attention,problem-solving,Beginner,127,3,3.3
1046,Course 1046 - Workshop,Synthetic course about memory,neuroscience,Beginner,110,3,4.83
1047,Course 1047 - Lab,Synthetic course about problem-solving,creativity,Advanced,147,2,3.75
1048,Course 1048 - Essentials,Synthetic course about creativity,memory,Intermediate,20,3,4.33
1049,Course 1049 - Essentials,Synthetic course about coding,neuroscience,Advanced,62,1,3.53
1050,Course 1050 - Bootcamp,Synthetic course about logic,creativity,Advanced,51,3,3.01
1051,Course 1051 - Lab,Synthetic course about memory,neuroscience,Beginner,122,2,4.14
1052,Course 1052 - Mastery,Synthetic course about coding,problem-solving,Intermediate,52,3,4.16
1053,Course 1053 - Mastery,Synthetic course about creativity,attention,Beginner,114,3,3.65
1054,Course 1054 - Essentials,Synthetic course about coding,logic,Beginner,128,3,3.17
1055,Course 1055 - Lab,Synthetic course about attention,attention,Beginner,85,2,4.58
1056,Course 1056 - Lab,Synthetic course about logic,problem-solving,Intermediate,49,1,3.19
1057,Course 1057 - Bootcamp,Synthetic course about memory,logic,Intermediate,29,3,4.15
1058,Course 1058 - Mastery,Synthetic course about problem-solving,creativity,Intermediate,42,1,3.46
1059,Course 1059 - Bootcamp,Synthetic course about creativity,creativity,Intermediate,116,1,3.68
1060,Course 1060 - Workshop,Synthetic course about logic,problem-solving,Beginner,58,1,3.03
1061,Course 1061 - Lab,Synthetic course about creativity,logic,Intermediate,192,3,4.12
1062,Course 1062 - Mastery,Synthetic course about coding,attention,Beginner,142,1,3.06
1063,Course 1063 - Bootcamp,Synthetic course about creativity,problem-solving,Beginner,176,3,3.71
1064,Course 1064 - Essentials,Synthetic course about creativity,creativity,Intermediate,177,3,3.32
1065,Course 1065 - Workshop,Synthetic course about coding,problem-solving,Intermediate,181,3,4.91
1066,Course 1066 - Bootcamp,Synthetic course about coding,attention,Advanced,199,1,4.96
1067,Course 1067 - Essentials,Synthetic course about logic,neuroscience,Intermediate,122,3,4.38
1068,Course 1068 - Mastery,Synthetic course about memory,memory,Intermediate,41,2,4.96
1069,Course 1069 - Mastery,Synthetic course about coding,memory,Intermediate,24,2,2.78
1070,Course 1070 - Workshop,Synthetic course about logic,memory,Beginner,158,2,4.98
1071,Course 1071 - Essentials,Synthetic course about creativity,neuroscience,Beginner,179,3,2.76
1072,Course 1072 - Lab,Synthetic course about creativity,attention,Beginner,171,2,3.54
1073,Course 1073 - Mastery,Synthetic course about problem-solving,logic,Beginner,158,3,3.1
1074,Course 1074 - Lab,Synthetic course about attention,problem-solving,Beginner,158,3,4.88
1075,Course 1075 - Lab,Synthetic course about coding,attention,Advanced,164,3,4.09
1076,Course 1076 - Bootcamp,Synthetic course about logic,neuroscience,Intermediate,179,1,3.99
1077,Course 1077 - Bootcamp,Synthetic course about problem-solving,creativity,Intermediate,102,2,4.99
1078,Course 1078 - Mastery,Synthetic course about logic,memory,Beginner,174,3,4.03
1079,Course 1079 - Lab,Synthetic course about memory,memory,Beginner,51,2,4.12
1080,Course 1080 - Bootcamp,Synthetic course about problem-solving,attention,Beginner,80,2,2.61
1081,Course 1081 - Essentials,Synthetic course about logic,memory,Intermediate,44,1,4.65
1082,Course 1082 - Essentials,Synthetic course about coding,memory,Beginner,83,2,4.93
1083,Course 1083 - Essentials,Synthetic course about logic,attention,Intermediate,175,3,4.9
1084,Course 1084 - Essentials,Synthetic course about attention,attention,Intermediate,187,3,3.05
1085,Course 1085 - Lab,Synthetic course about creativity,neuroscience,Intermediate,110,2,3.06
1086,Course 1086 - Essentials,Synthetic course about creativity,neuroscience,Beginner,161,2,3.42
1087,Course 1087 - Lab,Synthetic course about problem-solving,memory,Intermediate,61,1,3.28
1088,Course 1088 - Mastery,Synthetic course about logic,attention,Intermediate,58,3,3.26
1089,Course 1089 - Mastery,Synthetic course about logic,attention,Intermediate,21,2,4.01
1090,Course 1090 - Essentials,Synthetic course about logic,memory,Beginner,100,2,4.51
1091,Course 1091 - Essentials,Synthetic course about logic,logic,Beginner,20,3,4.84
1092,Course 1092 - Essentials,Synthetic course about attention,creativity,Beginner,128,2,2.67
1093,Course 1093 - Mastery,Synthetic course about coding,problem-solving,Advanced,179,1,3.19
1094,Course 1094 - Bootcamp,Synthetic course about attention,problem-solving,Beginner,144,2,3.14
1095,Course 1095 - Mastery,Synthetic course about attention,memory,Advanced,83,2,3.39
1096,Course 1096 - Essentials,Synthetic course about attention,problem-solving,Beginner,178,1,3.56
1097,Course 1097 - Bootcamp,Synthetic course about creativity,neuroscience,Beginner,101,1,3.47
1098,Course 1098 - Bootcamp,Synthetic course about attention,neuroscience,Intermediate,97,1,4.88
1099,Course 1099 - Workshop,Synthetic course about logic,logic,Beginner,130,3,3.59
1100,Course 1100 - Lab,Synthetic course about attention,memory,Advanced,161,2,3.88
1101,Course 1101 - Essentials,Synthetic course about logic,neuroscience,Intermediate,35,2,4.37
1102,Course 1102 - Lab,Synthetic course about problem-solving,memory,Intermediate,73,1,4.31
1103,Course 1103 - Workshop,Synthetic course about coding,memory,Intermediate,160,3,3.96
1104,Course 1104 - Lab,Synthetic course about creativity,attention,Intermediate,143,1,4.65
1105,Course 1105 - Essentials,Synthetic course about coding,creativity,Advanced,99,2,4.06
1106,Course 1106 - Workshop,Synthetic course about problem-solving,creativity,Beginner,98,3,4.69
1107,Course 1107 - Lab,Synthetic course about coding,memory,Intermediate,178,3,3.26
1108,Course 1108 - Mastery,Synthetic course about creativity,creativity,Intermediate,168,2,2.83
1109,Course 1109 - Bootcamp,Synthetic course about logic,creativity,Advanced,146,3,4.55
1110,Course 1110 - Workshop,Synthetic course about problem-solving,problem-solving,Intermediate,177,3,3.46
1111,Course 1111 - Mastery,Synthetic course about problem-solving,problem-solving,Advanced,42,1,4.13
1112,Course 1112 - Essentials,Synthetic course about logic,attention,Intermediate,57,3,4.34
1113,Course 1113 - Bootcamp,Synthetic course about logic,logic,Beginner,176,1,3.32
1114,Course 1114 - Workshop,Synthetic course about creativity,neuroscience,Intermediate,96,3,3.76
1115,Course 1115 - Bootcamp,Synthetic course about attention,neuroscience,Intermediate,51,1,4.74
1116,Course 1116 - Workshop,Synthetic course about memory,problem-solving,Intermediate,131,1,4.7
1117,Course 1117 - Workshop,Synthetic course about attention,memory,Beginner,125,3,4.37
1118,Course 1118 - Lab,Synthetic course about attention,creativity,Intermediate,110,1,4.41
1119,Course 1119 - Bootcamp,Synthetic course about coding,attention,Beginner,117,2,4.74
1120,Course 1120 - Bootcamp,Synthetic course about memory,logic,Advanced,64,2,4.34
1121,Course 1121 - Mastery,Synthetic course about logic,problem-solving,Beginner,68,3,3.35
1122,Course 1122 - Essentials,Synthetic course about attention,memory,Intermediate,180,3,2.8
1123,Course 1123 - Mastery,Synthetic course about creativity,attention,Beginner,23,3,3.55
1124,Course 1124 - Lab,Synthetic course about attention,memory,Beginner,165,2,2.72
1125,Course 1125 - Workshop,Synthetic course about logic,attention,Advanced,83,3,2.79
1126,Course 1126 - Lab,Synthetic course about attention,problem-solving,Beginner,175,3,4.88
1127,Course 1127 - Lab,Synthetic course about problem-solving,attention,Beginner,127,1,4.19
1128,Course 1128 - Mastery,Synthetic course about coding,creativity,Beginner,140,3,4.63
1129,Course 1129 - Workshop,Synthetic course about coding,attention,Intermediate,109,2,4.11
1130,Course 1130 - Essentials,Synthetic course about attention,logic,Intermediate,75,2,3.55
1131,Course 1131 - Lab,Synthetic course about coding,attention,Beginner,39,3,2.56
1132,Course 1132 - Essentials,Synthetic course about creativity,neuroscience,Intermediate,96,2,4.89
1133,Course 1133 - Workshop,Synthetic course about memory,attention,Beginner,181,1,2.68
1134,Course 1134 - Workshop,Synthetic course about attention,memory,Advanced,106,1,4.03
1135,Course 1135 - Mastery,Synthetic course about creativity,problem-solving,Intermediate,157,3,2.76
1136,Course 1136 - Bootcamp,Synthetic course about problem-solving,neuroscience,Advanced,134,3,3.21
1137,Course 1137 - Mastery,Synthetic course about creativity,problem-solving,Advanced,113,1,2.96
1138,Course 1138 - Essentials,Synthetic course about creativity,memory,Beginner,169,1,3.88
1139,Course 1139 - Mastery,Synthetic course about problem-solving,logic,Beginner,152,3,4.72
1140,Course 1140 - Workshop,Synthetic course about logic,creativity,Intermediate,191,2,4.09
1141,Course 1141 - Lab,Synthetic course about attention,logic,Beginner,133,3,4.16
1142,Course 1142 - Bootcamp,Synthetic course about attention,neuroscience,Beginner,28,3,4.77
1143,Course 1143 - Workshop,Synthetic course about attention,memory,Beginner,62,3,4.37
1144,Course 1144 - Lab,Synthetic course about memory,memory,Beginner,23,3,4.66
1145,Course 1145 - Essentials,Synthetic course about creativity,creativity,Intermediate,189,3,3.54
1146,Course 1146 - Essentials,Synthetic course about attention,attention,Beginner,84,3,4.66
1147,Course 1147 - Essentials,Synthetic course about coding,neuroscience,Beginner,117,3,4.11
1148,Course 1148 - Mastery,Synthetic course about logic,creativity,Intermediate,188,2,2.84
1149,Course 1149 - Essentials,Synthetic course about problem-solving,problem-solving,Beginner,74,3,2.6
1150,Course 1150 - Essentials,Synthetic course about problem-solving,creativity,Advanced,165,1,3.11
1151,Course 1151 - Mastery,Synthetic course about memory,problem-solving,Beginner,163,3,3.45
1152,Course 1152 - Lab,Synthetic course about problem-solving,problem-solving,Intermediate,106,2,4.59
1153,Course 1153 - Workshop,Synthetic course about logic,memory,Beginner,193,1,4.35
1154,Course 1154 - Bootcamp,Synthetic course about creativity,creativity,Beginner,183,3,4.89
1155,Course 1155 - Essentials,Synthetic course about problem-solving,memory,Beginner,109,3,3.9
1156,Course 1156 - Essentials,Synthetic course about problem-solving,memory,Intermediate,63,1,4.37
1157,Course 1157 - Essentials,Synthetic course about coding,logic,Advanced,24,3,3.19
1158,Course 1158 - Mastery,Synthetic course about creativity,logic,Intermediate,48,2,4.2
1159,Course 1159 - Mastery,Synthetic course about attention,memory,Beginner,145,3,4.27
1160,Course 1160 - Mastery,Synthetic course about logic,memory,Beginner,23,2,4.62
1161,Course 1161 - Bootcamp,Synthetic course about problem-solving,problem-solving,Beginner,118,3,3.84
1162,Course 1162 - Workshop,Synthetic course about coding,memory,Beginner,68,1,4.12
1163,Course 1163 - Essentials,Synthetic course about logic,neuroscience,Beginner,104,2,3.01
1164,Course 1164 - Lab,Synthetic course about memory,creativity,Advanced,155,3,4.34
1165,Course 1165 - Essentials,Synthetic course about coding,neuroscience,Intermediate,141,3,4.6
1166,Course 1166 - Essentials,Synthetic course about memory,logic,Intermediate,199,1,3.98
1167,Course 1167 - Essentials,Synthetic course about problem-solving,neuroscience,Intermediate,135,1,2.79
1168,Course 1168 - Essentials,Synthetic course about coding,attention,Intermediate,168,2,3.28
1169,Course 1169 - Workshop,Synthetic course about attention,attention,Beginner,174,2,3.69
1170,Course 1170 - Lab,Synthetic course about logic,logic,Intermediate,185,2,4.19
1171,Course 1171 - Mastery,Synthetic course about logic,neuroscience,Advanced,152,3,3.3
1172,Course 1172 - Lab,Synthetic course about creativity,creativity,Beginner,104,3,4.6
1173,Course 1173 - Essentials,Synthetic course about coding,logic,Beginner,80,2,3.43
1174,Course 1174 - Lab,Synthetic course about coding,attention,Advanced,155,3,2.61
1175,Course 1175 - Essentials,Synthetic course about memory,logic,Intermediate,105,1,4.48
1176,Course 1176 - Lab,Synthetic course about coding,neuroscience,Beginner,37,3,4.11
1177,Course 1177 - Bootcamp,Synthetic course about logic,neuroscience,Intermediate,151,2,4.5
1178,Course 1178 - Lab,Synthetic course about coding,neuroscience,Beginner,23,3,3.37
1179,Course 1179 - Mastery,Synthetic course about creativity,problem-solving,Beginner,184,1,2.54
1180,Course 1180 - Mastery,Synthetic course about creativity,neuroscience,Beginner,146,2,2.68
1181,Course 1181 - Lab,Synthetic course about logic,memory,Beginner,162,2,2.78
1182,Course 1182 - Lab,Synthetic course about logic,attention,Intermediate,185,2,4.51
1183,Course 1183 - Workshop,Synthetic course about logic,attention,Intermediate,174,2,3.25
1184,Course 1184 - Lab,Synthetic course about coding,problem-solving,Advanced,67,3,4.99
1185,Course 1185 - Mastery,Synthetic course about coding,attention,Beginner,65,1,4.4
1186,Course 1186 - Bootcamp,Synthetic course about attention,attention,Intermediate,65,3,4.0
1187,Course 1187 - Mastery,Synthetic course about problem-solving,logic,Beginner,67,3,4.96
1188,Course 1188 - Workshop,Synthetic course about problem-solving,neuroscience,Beginner,139,2,3.29
1189,Course 1189 - Lab,Synthetic course about memory,memory,Advanced,151,1,2.91
1190,Course 1190 - Bootcamp,Synthetic course about coding,memory,Beginner,38,3,4.34
1191,Course 1191 - Mastery,Synthetic course about attention,logic,Beginner,38,1,3.2
1192,Course 1192 - Bootcamp,Synthetic course about attention,memory,Beginner,61,1,4.9
1193,Course 1193 - Essentials,Synthetic course about creativity,logic,Beginner,111,1,4.97
1194,Course 1194 - Mastery,Synthetic course about coding,memory,Intermediate,24,1,4.82
1195,Course 1195 - Essentials,Synthetic course about attention,attention,Advanced,67,3,4.86
1196,Course 1196 - Bootcamp,Synthetic course about creativity,creativity,Intermediate,172,1,4.04
1197,Course 1197 - Lab,Synthetic course about memory,neuroscience,Advanced,45,3,4.23
1198,Course 1198 - Lab,Synthetic course about creativity,creativity,Intermediate,93,1,2.74
1199,Course 1199 - Lab,Synthetic course about memory,attention,Advanced,128,1,4.41
1200,Course 1200 - Essentials,Synthetic course about problem-solving,problem-solving,Beginner,154,3,3.01
1201,Course 1201 - Lab,Synthetic course about problem-solving,logic,Advanced,191,2,4.6
1202,Course 1202 - Workshop,Synthetic course about logic,memory,Beginner,106,3,4.9
1203,Course 1203 - Mastery,Synthetic course about logic,memory,Advanced,174,1,3.03
1204,Course 1204 - Mastery,Synthetic course about creativity,attention,Beginner,189,3,2.7
1205,Course 1205 - Bootcamp,Synthetic course about logic,memory,Intermediate,92,1,3.71
1206,Course 1206 - Essentials,Synthetic course about coding,attention,Intermediate,75,3,4.48
1207,Course 1207 - Mastery,Synthetic course about creativity,creativity,Advanced,150,3,4.43
1208,Course 1208 - Essentials,Synthetic course about attention,problem-solving,Intermediate,145,3,4.24
1209,Course 1209 - Bootcamp,Synthetic course about coding,logic,Beginner,160,2,4.55
1210,Course 1210 - Lab,Synthetic course about creativity,memory,Intermediate,78,3,2.94
1211,Course 1211 - Bootcamp,Synthetic course about problem-solving,problem-solving,Beginner,57,3,4.13
1212,Course 1212 - Workshop,Synthetic course about memory,problem-solving,Beginner,104,2,4.01
1213,Course 1213 - Lab,Synthetic course about logic,problem-solving,Beginner,102,2,2.88
1214,Course 1214 - Lab,Synthetic course about logic,neuroscience,Beginner,105,1,3.54
1215,Course 1215 - Lab,Synthetic course about logic,problem-solving,Intermediate,20,1,4.63
1216,Course 1216 - Bootcamp,Synthetic course about creativity,attention,Advanced,197,3,4.93
1217,Course 1217 - Workshop,Synthetic course about coding,neuroscience,Advanced,156,1,4.16
1218,Course 1218 - Essentials,Synthetic course about memory,neuroscience,Beginner,147,3,4.8
1219,Course 1219 - Bootcamp,Synthetic course about logic,problem-solving,Beginner,72,2,2.83
1220,Course 1220 - Mastery,Synthetic course about coding,memory,Beginner,107,2,4.94
1221,Course 1221 - Mastery,Synthetic course about attention,memory,Beginner,157,3,2.58
1222,Course 1222 - Bootcamp,Synthetic course about problem-solving,memory,Beginner,103,1,3.82
1223,Course 1223 - Essentials,Synthetic course about attention,memory,Beginner,96,1,3.23
1224,Course 1224 - Mastery,Synthetic course about memory,attention,Intermediate,48,1,4.53
1225,Course 1225 - Essentials,Synthetic course about logic,memory,Intermediate,55,3,3.04
1226,Course 1226 - Lab,Synthetic course about attention,logic,Intermediate,46,1,2.53
1227,Course 1227 - Bootcamp,Synthetic course about problem-solving,problem-solving,Beginner,165,2,3.54
1228,Course 1228 - Lab,Synthetic course about coding,neuroscience,Intermediate,37,2,2.66
1229,Course 1229 - Mastery,Synthetic course about coding,logic,Intermediate,137,2,3.23
1230,Course 1230 - Essentials,Synthetic course about attention,memory,Beginner,156,2,4.11
1231,Course 1231 - Lab,Synthetic course about logic,logic,Beginner,86,2,3.24
1232,Course 1232 - Mastery,Synthetic course about problem-solving,neuroscience,Beginner,154,2,3.11
1233,Course 1233 - Workshop,Synthetic course about memory,memory,Beginner,77,2,2.89
1234,Course 1234 - Lab,Synthetic course about logic,logic,Beginner,49,2,2.84
1235,Course 1235 - Workshop,Synthetic course about creativity,attention,Beginner,92,2,3.81
1236,Course 1236 - Workshop,Synthetic course about attention,attention,Beginner,142,3,4.2
1237,Course 1237 - Mastery,Synthetic course about creativity,problem-solving,Beginner,101,3,3.63
1238,Course 1238 - Bootcamp,Synthetic course about attention,problem-solving,Intermediate,36,2,2.81
1239,Course 1239 - Essentials,Synthetic course about memory,logic,Beginner,153,2,4.12
1240,Course 1240 - Mastery,Synthetic course about logic,neuroscience,Intermediate,58,2,3.89
1241,Course 1241 - Lab,Synthetic course about problem-solving,attention,Beginner,172,1,3.45
1242,Course 1242 - Essentials,Synthetic course about logic,creativity,Beginner,189,3,3.33
1243,Course 1243 - Bootcamp,Synthetic course about attention,problem-solving,Advanced,189,2,2.96
1244,Course 1244 - Mastery,Synthetic course about coding,attention,Intermediate,78,3,2.87
1245,Course 1245 - Bootcamp,Synthetic course about creativity,memory,Beginner,121,2,3.35
1246,Course 1246 - Lab,Synthetic course about problem-solving,logic,Intermediate,57,1,2.6
1247,Course 1247 - Mastery,Synthetic course about problem-solving,attention,Intermediate,178,2,3.59
1248,Course 1248 - Lab,Synthetic course about logic,attention,Beginner,176,3,4.0
1249,Course 1249 - Essentials,Synthetic course about logic,logic,Beginner,123,3,4.85
1250,Course 1250 - Essentials,Synthetic course about attention,problem-solving,Advanced,28,3,4.06
1251,Course 1251 - Bootcamp,Synthetic course about coding,problem-solving,Beginner,20,3,4.06
1252,Course 1252 - Bootcamp,Synthetic course about creativity,creativity,Beginner,121,2,3.44
1253,Course 1253 - Essentials,Synthetic course about coding,creativity,Beginner,106,1,2.83
1254,Course 1254 - Workshop,Synthetic course about problem-solving,problem-solving,Intermediate,142,1,3.62
1255,Course 1255 - Essentials,Synthetic course about coding,problem-solving,Advanced,66,2,4.0
1256,Course 1256 - Mastery,Synthetic course about attention,problem-solving,Intermediate,95,2,4.31
1257,Course 1257 - Lab,Synthetic course about coding,problem-solving,Intermediate,29,3,4.57
1258,Course 1258 - Essentials,Synthetic course about creativity,attention,Advanced,163,2,3.14
1259,Course 1259 - Essentials,Synthetic course about problem-solving,creativity,Intermediate,194,1,3.1
1260,Course 1260 - Lab,Synthetic course about memory,logic,Intermediate,62,2,3.91
1261,Course 1261 - Lab,Synthetic course about problem-solving,neuroscience,Advanced,171,2,3.92
1262,Course 1262 - Mastery,Synthetic course about memory,logic,Beginner,155,1,3.04
1263,Course 1263 - Lab,Synthetic course about creativity,memory,Intermediate,94,1,3.97
1264,Course 1264 - Bootcamp,Synthetic course about problem-solving,neuroscience,Intermediate,124,2,3.36
1265,Course 1265 - Essentials,Synthetic course about problem-solving,attention,Advanced,45,3,4.1
1266,Course 1266 - Lab,Synthetic course about problem-solving,memory,Advanced,26,3,3.23
1267,Course 1267 - Mastery,Synthetic course about problem-solving,creativity,Intermediate,98,3,3.98
1268,Course 1268 - Lab,Synthetic course about attention,neuroscience,Advanced,34,1,4.42
1269,Course 1269 - Essentials,Synthetic course about logic,problem-solving,Intermediate,195,1,4.95
1270,Course 1270 - Workshop,Synthetic course about problem-solving,memory,Beginner,150,3,4.78
1271,Course 1271 - Lab,Synthetic course about attention,attention,Beginner,163,2,3.76
1272,Course 1272 - Bootcamp,Synthetic course about creativity,neuroscience,Intermediate,108,2,3.72
1273,Course 1273 - Essentials,Synthetic course about problem-solving,problem-solving,Beginner,116,2,3.59
1274,Course 1274 - Mastery,Synthetic course about coding,memory,Beginner,161,1,2.57
1275,Course 1275 - Essentials,Synthetic course about problem-solving,attention,Beginner,22,1,2.91
1276,Course 1276 - Workshop,Synthetic course about problem-solving,memory,Advanced,92,3,2.65
1277,Course 1277 - Mastery,Synthetic course about memory,neuroscience,Beginner,50,2,4.24
1278,Course 1278 - Workshop,Synthetic course about coding,problem-solving,Advanced,138,1,3.53
1279,Course 1279 - Workshop,Synthetic course about problem-solving,creativity,Advanced,94,1,2.66
1280,Course 1280 - Bootcamp,Synthetic course about problem-solving,attention,Beginner,36,3,4.23
1281,Course 1281 - Lab,Synthetic course about problem-solving,neuroscience,Beginner,196,2,4.11
1282,Course 1282 - Bootcamp,Synthetic course about attention,problem-solving,Intermediate,22,1,4.3
1283,Course 1283 - Bootcamp,Synthetic course about creativity,creativity,Intermediate,142,1,4.0
1284,Course 1284 - Bootcamp,Synthetic course about memory,memory,Beginner,74,1,2.9
1285,Course 1285 - Mastery,Synthetic course about problem-solving,problem-solving,Beginner,130,1,2.65
1286,Course 1286 - Lab,Synthetic course about creativity,creativity,Beginner,119,2,4.54
1287,Course 1287 - Lab,Synthetic course about memory,neuroscience,Beginner,59,3,3.04
1288,Course 1288 - Mastery,Synthetic course about memory,problem-solving,Beginner,141,2,3.86
1289,Course 1289 - Bootcamp,Synthetic course about memory,problem-solving,Beginner,59,3,3.71
1290,Course 1290 - Bootcamp,Synthetic course about problem-solving,logic,Intermediate,49,1,4.8
1291,Course 1291 - Workshop,Synthetic course about attention,attention,Advanced,44,2,3.88
1292,Course 1292 - Workshop,Synthetic course about problem-solving,problem-solving,Intermediate,26,3,3.95
1293,Course 1293 - Essentials,Synthetic course about problem-solving,creativity,Advanced,111,3,3.3
1294,Course 1294 - Workshop,Synthetic course about creativity,attention,Intermediate,124,1,4.9
1295,Course 1295 - Lab,Synthetic course about logic,neuroscience,Intermediate,197,3,4.03
1296,Course 1296 - Mastery,Synthetic course about logic,attention,Beginner,142,3,2.51
1297,Course 1297 - Bootcamp,Synthetic course about logic,logic,Beginner,100,3,3.89
1298,Course 1298 - Essentials,Synthetic course about creativity,neuroscience,Intermediate,115,1,3.41
1299,Course 1299 - Workshop,Synthetic course about coding,problem-solving,Advanced,20,2,2.58
1300,Course 1300 - Essentials,Synthetic course about creativity,memory,Beginner,110,1,3.58
1301,Course 1301 - Mastery,Synthetic course about memory,neuroscience,Beginner,191,3,4.43
1302,Course 1302 - Mastery,Synthetic course about problem-solving,neuroscience,Intermediate,196,3,3.76
1303,Course 1303 - Essentials,Synthetic course about coding,logic,Beginner,26,2,4.1
1304,Course 1304 - Essentials,Synthetic course about memory,creativity,Beginner,139,3,4.1
1305,Course 1305 - Essentials,Synthetic course about problem-solving,neuroscience,Intermediate,150,2,4.18
1306,Course 1306 - Bootcamp,Synthetic course about problem-solving,creativity,Intermediate,113,3,3.47
1307,Course 1307 - Lab,Synthetic course about memory,attention,Intermediate,148,3,3.43
1308,Course 1308 - Workshop,Synthetic course about creativity,memory,Advanced,198,1,2.51
1309,Course 1309 - Workshop,Synthetic course about logic,logic,Intermediate,117,1,2.89
1310,Course 1310 - Workshop,Synthetic course about coding,problem-solving,Intermediate,185,2,4.88
1311,Course 1311 - Essentials,Synthetic course about problem-solving,neuroscience,Beginner,62,1,4.61
1312,Course 1312 - Essentials,Synthetic course about attention,memory,Beginner,72,2,3.19
1313,Course 1313 - Essentials,Synthetic course about problem-solving,memory,Intermediate,180,1,3.5
1314,Course 1314 - Bootcamp,Synthetic course about logic,creativity,Beginner,121,2,4.85
1315,Course 1315 - Bootcamp,Synthetic course about problem-solving,neuroscience,Beginner,158,3,3.13
1316,Course 1316 - Bootcamp,Synthetic course about attention,memory,Beginner,199,2,3.83
1317,Course 1317 - Bootcamp,Synthetic course about creativity,logic,Beginner,20,1,2.56
1318,Course 1318 - Mastery,Synthetic course about problem-solving,problem-solving,Beginner,33,2,4.05
1319,Course 1319 - Bootcamp,Synthetic course about coding,attention,Intermediate,141,1,4.83
1320,Course 1320 - Bootcamp,Synthetic course about creativity,attention,Beginner,40,3,4.71
1321,Course 1321 - Bootcamp,Synthetic course about attention,creativity,Beginner,53,1,3.75
1322,Course 1322 - Workshop,Synthetic course about memory,memory,Intermediate,124,3,4.12
1323,Course 1323 - Workshop,Synthetic course about problem-solving,attention,Advanced,33,3,3.92
1324,Course 1324 - Workshop,Synthetic course about creativity,creativity,Beginner,187,1,2.67
1325,Course 1325 - Lab,Synthetic course about problem-solving,problem-solving,Intermediate,141,3,2.9
1326,Course 1326 - Mastery,Synthetic course about coding,neuroscience,Intermediate,182,1,4.91
1327,Course 1327 - Essentials,Synthetic course about problem-solving,logic,Intermediate,189,2,3.14
1328,Course 1328 - Bootcamp,Synthetic course about creativity,problem-solving,Beginner,101,3,3.46
1329,Course 1329 - Workshop,Synthetic course about logic,problem-solving,Advanced,167,2,3.77
1330,Course 1330 - Mastery,Synthetic course about creativity,attention,Intermediate,79,2,4.95
1331,Course 1331 - Bootcamp,Synthetic course about attention,attention,Intermediate,156,1,4.22
1332,Course 1332 - Lab,Synthetic course about creativity,logic,Beginner,134,1,4.07
1333,Course 1333 - Essentials,Synthetic course about coding,neuroscience,Intermediate,52,3,3.81
1334,Course 1334 - Bootcamp,Synthetic course about creativity,problem-solving,Intermediate,68,1,4.25
1335,Course 1335 - Essentials,Synthetic course about creativity,memory,Beginner,23,2,4.16
1336,Course 1336 - Bootcamp,Synthetic course about coding,attention,Beginner,142,2,4.76
